class,label,tpr_val
battery,0,0.9841269841269841
clothing,1,0.9972602739726028
glass,2,0.9701492537313433
metal,3,0.9415584415584416
organic,4,0.9695431472081218
papery,5,0.9716494845360825
plastic,6,0.9132947976878613
undifferentiated,7,0.9712230215827338
