class,label,tpr_val
battery,0,0.9894179894179894
clothing,1,0.9972602739726028
glass,2,0.9577114427860697
metal,3,0.948051948051948
organic,4,0.9746192893401016
papery,5,0.9716494845360825
plastic,6,0.9190751445086706
undifferentiated,7,0.9568345323741008
