class,label,tpr_val
battery,0,0.9788359788359788
clothing,1,0.9924657534246575
glass,2,0.9527363184079602
metal,3,0.9415584415584416
organic,4,0.9898477157360406
papery,5,0.9871134020618557
plastic,6,0.8786127167630058
undifferentiated,7,0.9640287769784173
